Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score,Month_August,Month_February,Month_January,Month_July,Month_June,Month_March,Month_May,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,Occupation________,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments
24,201706.64089714573,12526.76065976053,2,2,37.150811915831916,58,22,-10939.954611099165,6,24345.0487844951,86.93179228000459,11,7494.029505752006,366.5183382567846,-8160.19576314551,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
37,79980.46473178253,4642.759741544224,3,2,26.535103594225482,46,22,-11853.202873757557,3,74084.51001205412,99.52164748469664,14,2880.4733782454646,197.8195530148018,-7838.042297114799,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
32,130183.27308616826,14573.17788322358,2,3,37.23539978169101,36,22,-2220.2808883991092,5,59189.75550714846,82.7259410892751,34,5783.668920440581,574.5361024800554,2325.1418942966357,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
28,266910.40368005587,4610.778890045369,4,3,26.349938535420524,39,22,-19236.082280280643,5,33657.45977264677,81.66665569450089,25,7451.621253414264,611.5745031279794,-9807.035775703673,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
25,108142.01856420714,2263.103917717052,3,3,13.128219973220258,55,15,-19578.88794123869,6,88327.68905832614,96.73596582879168,23,7019.002363844168,834.4658820269331,-9436.543252820062,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
38,201923.975874402,13246.041812313144,2,2,34.88365837949031,40,24,-29105.55628664969,9,35758.63654848868,88.61270490457183,20,5222.071489761436,739.2846953733805,-1366.0664982696562,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
24,150667.80206349946,4104.444299160645,4,1,13.936073935832798,59,32,-14730.612619054804,8,15740.386661994307,93.49583172900239,24,4862.891353125081,515.4025981434647,4444.171570769891,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
36,101960.93035491226,15867.409460802917,3,1,19.478804015297396,43,30,-22169.071681039237,7,11383.004540648544,86.11468845366981,13,3288.80192990429,809.5505667634975,3991.079728584138,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
28,253351.72339116991,17587.38716301477,5,4,21.39378388702813,32,21,-6336.067357808151,4,93056.95121021975,83.96865501036508,10,4471.80169752658,113.36094780553307,-3384.7370701593763,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
28,235707.81911642256,19005.262225110673,4,3,34.218578204871136,50,39,-22753.172410586158,4,46196.029006995625,84.24950694256621,33,6957.9242461709055,238.88244993858055,1986.9793946449317,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
38,215397.76648981636,13960.585332315048,2,4,12.50610024018466,34,33,5781.242082724733,7,29214.00159320914,83.91178008579091,16,4571.803726477992,753.2950130628805,447.5149355557187,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
21,109084.1475671878,10676.268072061475,3,2,23.34824394019231,47,38,3960.572895457226,9,61039.127298765394,84.93943597747173,11,6155.916070625578,421.60643887483883,2054.3746043675183,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
25,74464.2506791125,8341.059452704383,4,2,23.101474331912975,34,30,606.7969543844811,3,53909.70982835186,84.42440814369026,32,9498.828988442445,573.8006834377459,-6359.3225549062145,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
20,194039.83245649154,10836.651691753954,4,2,27.46480718544983,17,13,2340.9674344884006,8,99985.83879871242,96.27395429119818,15,1424.0547012336976,863.0852606354923,-5101.1292444561,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
39,188419.45838485833,5426.340110485644,5,4,20.61606345178624,57,24,8383.330723164487,8,89965.44778889045,90.66587410294215,16,7792.103223748282,928.4407547946635,1653.6346490290598,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
38,97096.25233371825,8271.607660203674,4,3,27.31487494495949,48,36,-17207.642382927275,5,34399.20691639265,85.9300443433517,34,7550.681884994626,928.4986593936861,-5898.919124588658,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
19,64061.673578793125,14922.74944702096,3,4,39.576828397060765,20,9,9194.368042896844,6,72793.85295750848,86.90112100723117,24,5541.434032619549,355.1223201951507,1368.5791178176714,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
29,70177.11354849649,5913.613480415837,1,4,12.146475561973482,45,18,5620.9066256785445,4,44845.72306457895,99.15596315140925,17,2317.267618206579,618.8077875957086,1290.9758546124885,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
23,298192.7466281834,6753.208442125971,3,2,36.23885370148271,49,23,-15524.316414945853,4,42799.389659172244,83.67739638442094,22,4210.062294301406,621.6327539864519,1467.5915449947897,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
19,245895.97368572094,15487.908602741276,3,2,19.258883142123743,46,26,4562.9560382652635,6,43039.659594012715,97.73508296833099,13,3787.9430962686724,286.03825108525416,-3452.32431288126,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
38,280496.86899129313,5201.046844889974,5,1,23.97149308685725,56,24,5892.191847020433,6,67532.9653735111,94.73607841791927,32,7410.974885779474,457.6866101850868,-7109.982952141164,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
18,98763.68055909083,6425.976556520799,5,3,32.23352449246936,23,28,-28556.467494171677,4,58418.54827163693,92.26904937827312,26,5525.1033539160035,416.97846568235053,-8565.751327776226,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
29,290142.1340808588,2315.8561308077064,4,3,37.30109390341824,41,34,5038.494772404883,4,77954.49298808543,92.48185019917692,33,4160.766006071655,682.7856883871941,-7089.461289588331,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
39,85663.58786829052,14960.928791631923,5,3,10.272264506097091,38,28,-12670.21569265673,4,23768.726161344784,88.45879815689548,35,6776.390611065546,597.9030364176739,-2638.148689579207,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
29,177270.45714161778,13122.26418019581,4,4,29.865768228505615,36,13,2453.7586291995613,6,48288.43418075265,88.77701349672151,24,3314.78241346368,908.0553457824647,-6084.355136077171,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
34,257423.921104266,14498.938145207743,1,2,12.086570189187338,44,21,-25553.440341611138,8,87429.07500364346,95.92162857121588,16,6772.068980023964,249.78545282712307,2880.6087649936308,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
27,137450.83862789485,5857.899715159637,2,2,25.77035557513246,50,20,-23112.519568962878,3,10284.795052285399,96.21725859473617,33,9777.92836037438,600.318136149988,999.4375002154939,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
33,156207.13329422515,14372.775033101685,5,1,32.49280264949577,40,30,9151.044976664438,4,66114.3023937362,91.42315330790844,24,2857.800488775476,700.1686452369494,1109.61955588596,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
32,82046.27757477446,12734.77911847862,5,4,15.08602423945405,16,33,-13352.779421315106,9,80716.33192270323,95.37185340512588,25,1877.1264140733822,59.39329776496527,-5559.270090750492,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
32,80730.46999974319,8590.21362599606,1,3,32.91354928984349,56,32,1938.2134512211742,9,44546.90247226393,96.20108514467759,7,9358.8480963778,636.23191122206,-2949.161690482867,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
36,204892.05619466488,9880.864609419285,5,4,19.286135794328693,58,36,9.764387376369996,3,89525.43895104835,86.64222103000805,11,4230.663013565745,594.0611556063986,-488.0964507914978,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
29,218883.0921550142,12222.569058921346,1,2,28.31653392843032,21,39,1441.9708258846658,4,76212.25325914282,92.46717375375451,14,6994.577460629029,319.2227897810426,-3334.4748518239467,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
37,244333.12852054831,10879.25916957602,4,1,29.74123116122129,41,14,584.8952313263399,6,64544.3372059209,88.71588574247689,32,4134.861343279979,984.8923048628345,1918.1046767923708,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
20,189170.51317043838,13552.905187448681,5,4,29.469421815945573,30,20,6558.383174479874,7,27849.023042263005,81.96216111938068,21,8463.343502184676,407.44688503896276,-1136.4390720732463,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
22,211439.8230653265,5257.632396907913,5,2,10.556343888344204,43,13,-6296.52497525623,3,70309.35477672011,92.96931303357485,23,5407.510059414876,174.2678434569118,-1037.5684332496658,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
36,53379.317924930016,11732.779188491544,4,4,14.568220232430367,35,36,-12981.807917346847,9,85039.0180760857,91.74968065966571,25,3813.599916966595,553.9600601595874,-9136.809668267606,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
24,90542.68178429702,10105.030691561733,5,2,35.686080710716084,40,38,7009.1947620131905,9,75691.81400141386,82.05195412402747,14,8360.820341905735,359.32502676527,1915.026921200957,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
38,296228.6915042262,10298.368892251969,3,4,38.19526817785127,32,32,-15721.887467708622,7,61737.11765899032,81.41625720581764,8,3332.42507933261,232.19875822853774,-8146.093391217306,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
26,68998.37657895795,10448.876910486715,1,3,26.910036663353566,15,9,-4772.04845487063,4,74311.91548747662,84.9926868031216,13,7534.78558079183,335.9202588413056,-6992.592454813495,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
24,219697.05556506122,17866.49534880171,2,4,27.909140857641706,16,29,4208.722875344727,9,97919.97158189159,96.6683086643712,11,3948.7746851411853,734.1611099433896,-8228.237232567551,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
35,94020.65825792906,16735.29394045908,3,4,32.65091770177743,28,12,6640.696349181955,4,10972.390691847517,81.27353612080589,23,5025.081745586245,299.42969151200884,2530.7868856551067,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
21,229179.64644191047,13332.259301069662,2,3,22.183158589676083,52,19,7977.204846493783,8,69753.57567197742,89.2073663979648,17,6636.433070377615,576.1930364062252,3265.394818086339,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
31,226497.60074049837,14896.764840842638,3,4,19.84049033467442,29,22,-3602.690471839698,6,81369.33226399652,83.58073060816778,29,6886.45298041528,0.43110953398051155,4660.973553412596,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
35,108549.76494702254,2770.4474492259196,3,2,33.04604996919791,50,13,-1191.9853630722755,7,67500.23730943794,85.07106151536661,21,5207.786981657981,114.13141533251614,-7516.224507573641,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
26,117408.59980480105,15391.850948834037,3,2,10.84856970894743,38,38,-10099.172138295748,7,34578.288663004496,95.3984779682146,24,2299.0878276948106,745.5033893800501,2751.7509735181993,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
38,213692.67840052207,10750.964392165677,1,2,36.560388643739415,39,38,-18604.300379353204,4,84048.16568995228,97.01208994500563,31,7776.160753078786,205.55472412273744,-1273.1624382037044,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
19,147521.5096950534,7719.4561618662965,2,2,23.22707574378441,23,33,-29352.818979108753,9,92196.9203010177,91.60576968869896,6,8966.330336712175,793.4145356984163,3534.5429975172665,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
37,98636.99242497783,4515.985386886572,4,2,25.12685844746143,29,8,-21118.3705836133,5,71515.42585958549,97.26487551201762,6,9249.836781909271,275.5213005194628,-5614.75985774433,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
32,232919.89969687045,3353.758226335852,4,3,29.028344729922114,51,18,9198.373749271937,9,55992.178456480586,97.13746384581181,11,1887.1281814374138,208.54623222762382,-5840.976664661037,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
24,88536.88108408355,2807.942338941016,5,3,18.231572449927324,20,28,2255.273194752932,9,42968.87900736691,84.43038120768365,27,7465.84947388895,687.5631886540004,2081.872760190756,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
29,263910.9160362367,4912.331148024334,1,4,27.921624743491236,57,19,-10838.560595908788,8,39705.108216098524,92.90035138137327,31,2876.021666716124,98.52011259387794,-6284.279892445684,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
25,178667.3810129569,2542.5883063593496,1,2,30.791168405500244,59,31,-16256.355726383643,9,75090.48809269967,95.56656933511012,30,1921.7414041341294,362.6630842819923,-8913.871066560161,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
32,76425.15096982518,15187.560363965378,1,4,13.537943498078345,26,10,-27426.22512367802,5,64641.10529997454,91.22108516464843,14,1640.0803322329589,75.3976036489996,-3391.484137260979,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
20,223518.0833827461,6475.054142391315,3,2,25.61412341765454,41,37,-29594.525383748798,7,24116.551598980725,96.11557002657335,15,1039.1192561896771,201.77925223543247,-928.3753169512329,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
31,179790.7598936351,8637.327684776164,1,4,19.88260408424304,21,26,202.42300246101513,9,22698.698100246016,92.57663152027811,17,9299.466929212218,156.5600070821117,598.6018182472617,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
34,124514.39294870239,16808.891848685893,4,3,26.720731770119542,42,20,9422.934664262844,7,16398.92833018476,85.6891398352784,26,6445.166996810275,808.1281332462378,-7879.881713440723,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
21,155634.84505596373,4063.834937442632,1,2,10.63882862490661,26,36,-19846.843509449805,9,71516.07271140127,93.71192584379546,32,6429.85524816271,578.673189243378,-2282.116849916417,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
35,124584.4358968747,17040.69254425183,3,3,32.280410686335046,56,18,-19018.52933984084,3,38292.793390904364,91.75999788762097,22,8302.343619484738,820.4633764072069,-5000.656748906477,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
25,115756.458935696,13511.726309905187,2,4,15.052135136401429,49,30,7386.994878995269,4,11821.822207307858,92.49901093780173,25,8755.681793243728,993.4139473839439,-3266.728339626754,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
21,90902.10521092804,8156.531262882855,1,3,30.68160842964527,16,14,-5917.527400002851,5,40392.346213828,81.90640472754461,25,1041.0669895736062,554.8611199171233,-8557.558181985567,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
19,140691.78328436898,4120.529835218316,2,3,33.06444736458259,40,19,-23047.55481869569,6,84890.49867851872,82.51470965823833,27,7791.782247036419,960.2150717083738,1103.4456809721814,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
23,112746.80157901769,3646.8685521364246,5,3,32.578359773314645,34,25,-28172.539504353732,3,32289.627717163305,96.29306702987337,18,4500.701627123809,96.76683910587602,-382.98078866091964,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
